测点编号|监测时间|应变值(με)|温度(℃)
S-SA-AL1|2017-05-17 23:48:46|-156|30
S-SA-AL1|2017-05-17 23:48:59|-267|31
S-SA-AL1|2017-05-17 23:49:11|-275|31
S-SA-AL1|2017-05-17 23:49:23|-285|33
S-SA-AL1|2017-05-17 23:49:35|-196|34
S-SA-AL1|2017-05-17 23:49:47|-201|32
S-SA-AL1|2017-05-17 23:49:59|-317|34
S-SA-AL1|2017-05-17 23:50:12|-230|32
S-SA-AL1|2017-05-17 23:50:24|-332|30
S-SA-AL1|2017-05-17 23:50:36|-340|30
S-SA-AL1|2017-05-17 23:50:48|-251|31
S-SA-AL1|2017-05-17 23:51:00|-162|34
S-SA-AL1|2017-05-17 23:51:13|-160|34
S-SA-AL1|2017-05-17 23:51:25|-168|34
S-SA-AL1|2017-05-17 23:51:37|-279|33
S-SA-AL1|2017-05-17 23:51:49|-282|34
S-SA-AL1|2017-05-17 23:52:02|-295|33
S-SA-AL1|2017-05-17 23:52:14|-305|30
S-SA-AL1|2017-05-17 23:52:26|-214|32
S-SA-AL1|2017-05-17 23:52:38|-222|32
S-SA-AL1|2017-05-17 23:52:50|-328|31
S-SA-AL1|2017-05-17 23:53:03|-238|30
S-SA-AL1|2017-05-17 23:53:15|-246|30
S-SA-AL1|2017-05-17 23:53:27|-251|33
S-SA-AL1|2017-05-17 23:53:39|-264|32
S-SA-AL1|2017-05-17 23:53:51|-269|31
S-SA-AL1|2017-05-17 23:54:04|-276|34
S-SA-AL1|2017-05-17 23:54:16|-285|34
S-SA-AL1|2017-05-17 23:54:28|-293|34
S-SA-AL1|2017-05-17 23:54:40|-305|31
S-SA-AL1|2017-05-17 23:54:52|-216|32
S-SA-AL1|2017-05-17 23:55:05|-219|30
S-SA-AL1|2017-05-17 23:55:17|-227|30
S-SA-AL1|2017-05-17 23:55:29|-333|30
S-SA-AL1|2017-05-17 23:55:41|-240|32
S-SA-AL1|2017-05-17 23:55:53|-153|32
S-SA-AL1|2017-05-17 23:56:06|-262|33
S-SA-AL1|2017-05-17 23:56:18|-266|34
S-SA-AL1|2017-05-17 23:56:30|-274|34
S-SA-AL1|2017-05-17 23:56:42|-185|33
S-SA-AL1|2017-05-17 23:56:54|-290|32
S-SA-AL1|2017-05-17 23:57:07|-198|31
S-SA-AL1|2017-05-17 23:57:19|-308|30
S-SA-AL1|2017-05-17 23:57:31|-312|31
S-SA-AL1|2017-05-17 23:57:43|-321|33
S-SA-AL1|2017-05-17 23:57:56|-232|32
S-SA-AL1|2017-05-17 23:58:08|-334|34
S-SA-AL1|2017-05-17 23:58:20|-243|31
S-SA-AL1|2017-05-17 23:58:32|-349|30
S-SA-AL1|2017-05-17 23:58:45|-254|30
S-SA-AL1|2017-05-17 23:58:57|-159|32
S-SA-AL1|2017-05-17 23:59:09|-163|33
S-SA-AL1|2017-05-17 23:59:21|-275|31
S-SA-AL1|2017-05-17 23:59:34|-181|30
S-SA-AL1|2017-05-17 23:59:46|-187|31
S-SA-AL1|2017-05-17 23:59:58|-293|30
S-SA-AL1|2017-05-18 00:00:11|-209|31
S-SA-AL1|2017-05-18 00:00:24|-130|31
S-SA-AL1|2017-05-18 00:00:36|-244|32
S-SA-AL1|2017-05-18 00:00:48|-252|30
S-SA-AL1|2017-05-18 00:01:01|-154|32
S-SA-AL1|2017-05-18 00:01:13|-60|30
S-SA-AL1|2017-05-18 00:01:25|-166|31
S-SA-AL1|2017-05-18 00:01:37|-168|32
S-SA-AL1|2017-05-18 00:01:50|-182|34
S-SA-AL1|2017-05-18 00:02:02|-187|30
S-SA-AL1|2017-05-18 00:02:14|-92|33
S-SA-AL1|2017-05-18 00:02:26|-101|33
S-SA-AL1|2017-05-18 00:02:39|-105|30
S-SA-AL1|2017-05-18 00:02:51|-216|34
S-SA-AL1|2017-05-18 00:03:03|-224|32
S-SA-AL1|2017-05-18 00:03:15|-125|31
S-SA-AL1|2017-05-18 00:03:28|-235|34
S-SA-AL1|2017-05-18 00:03:40|-135|31
S-SA-AL1|2017-05-18 00:03:52|-246|30
S-SA-AL1|2017-05-18 00:04:04|-153|33
S-SA-AL1|2017-05-18 00:04:17|-53|30
S-SA-AL1|2017-05-18 00:04:29|-164|30
S-SA-AL1|2017-05-18 00:04:41|-167|34
S-SA-AL1|2017-05-18 00:04:53|-176|34
S-SA-AL1|2017-05-18 00:05:05|-180|30
S-SA-AL1|2017-05-18 00:05:18|-87|31
S-SA-AL1|2017-05-18 00:05:30|-95|33
S-SA-AL1|2017-05-18 00:05:42|-205|31
S-SA-AL1|2017-05-18 00:05:55|-203|30
S-SA-AL1|2017-05-18 00:06:07|-107|32
S-SA-AL1|2017-05-18 00:06:19|-110|30
S-SA-AL1|2017-05-18 00:06:31|-221|30
S-SA-AL1|2017-05-18 00:06:44|-127|33
S-SA-AL1|2017-05-18 00:06:56|-238|33
S-SA-AL1|2017-05-18 00:07:08|-241|32
S-SA-AL1|2017-05-18 00:07:20|-142|31
S-SA-AL1|2017-05-18 00:07:33|-151|31
S-SA-AL1|2017-05-18 00:07:45|-159|34
S-SA-AL1|2017-05-18 00:07:57|-55|34
S-SA-AL1|2017-05-18 00:08:09|-171|33
S-SA-AL1|2017-05-18 00:08:22|-71|32
S-SA-AL1|2017-05-18 00:08:34|-181|30
S-SA-AL1|2017-05-18 00:08:46|-84|34
S-SA-AL1|2017-05-18 00:08:58|-87|32
S-SA-AL1|2017-05-18 00:09:11|-202|34
S-SA-AL1|2017-05-18 00:09:23|-205|32
S-SA-AL1|2017-05-18 00:09:35|-106|32
S-SA-AL1|2017-05-18 00:09:47|-113|32
S-SA-AL1|2017-05-18 00:10:00|-123|30
S-SA-AL1|2017-05-18 00:10:12|-229|30
S-SA-AL1|2017-05-18 00:10:24|-135|34
S-SA-AL1|2017-05-18 00:10:36|-244|31
S-SA-AL1|2017-05-18 00:10:49|-246|32
S-SA-AL1|2017-05-18 00:11:01|-143|33
S-SA-AL1|2017-05-18 00:11:13|-257|34
S-SA-AL1|2017-05-18 00:11:25|-158|34
S-SA-AL1|2017-05-18 00:11:38|-52|34
S-SA-AL1|2017-05-18 00:11:50|-163|34
S-SA-AL1|2017-05-18 00:12:02|-63|31
S-SA-AL1|2017-05-18 00:12:15|-176|30
S-SA-AL1|2017-05-18 00:12:27|-76|32
S-SA-AL1|2017-05-18 00:12:39|-191|33
S-SA-AL1|2017-05-18 00:12:51|-86|32
S-SA-AL1|2017-05-18 00:13:04|-89|30
S-SA-AL1|2017-05-18 00:13:16|-198|30
S-SA-AL1|2017-05-18 00:13:28|-201|34
S-SA-AL1|2017-05-18 00:13:41|-105|30
S-SA-AL1|2017-05-18 00:13:53|-210|33
S-SA-AL1|2017-05-18 00:14:05|-110|31
S-SA-AL1|2017-05-18 00:14:18|-215|34
S-SA-AL1|2017-05-18 00:14:30|-119|33
S-SA-AL1|2017-05-18 00:14:42|-230|32
S-SA-AL1|2017-05-18 00:14:54|-130|34
S-SA-AL1|2017-05-18 00:15:07|-234|30
S-SA-AL1|2017-05-18 00:15:19|-129|33
S-SA-AL1|2017-05-18 00:15:31|-239|31
S-SA-AL1|2017-05-18 00:15:44|-242|34
S-SA-AL1|2017-05-18 00:15:56|-248|30
S-SA-AL1|2017-05-18 00:16:08|-147|30
S-SA-AL1|2017-05-18 00:16:21|-252|33
S-SA-AL1|2017-05-18 00:16:33|-254|30
S-SA-AL1|2017-05-18 00:16:45|-154|32
S-SA-AL1|2017-05-18 00:16:57|-61|32
S-SA-AL1|2017-05-18 00:17:10|-58|30
S-SA-AL1|2017-05-18 00:17:22|-64|33
S-SA-AL1|2017-05-18 00:17:34|-174|30
S-SA-AL1|2017-05-18 00:17:47|-75|30
S-SA-AL1|2017-05-18 00:17:59|-77|31
S-SA-AL1|2017-05-18 00:18:11|-85|32
S-SA-AL1|2017-05-18 00:18:23|-191|30
S-SA-AL1|2017-05-18 00:18:36|-197|30
S-SA-AL1|2017-05-18 00:18:48|-196|30
S-SA-AL1|2017-05-18 00:19:00|-202|31
S-SA-AL1|2017-05-18 00:19:13|-101|30
S-SA-AL1|2017-05-18 00:19:25|-206|34
S-SA-AL1|2017-05-18 00:19:37|-213|34
S-SA-AL1|2017-05-18 00:19:50|-211|34
S-SA-AL1|2017-05-18 00:20:02|-111|31
S-SA-AL1|2017-05-18 00:20:14|-119|34
S-SA-AL1|2017-05-18 00:20:26|-127|32
S-SA-AL1|2017-05-18 00:20:39|-232|30
S-SA-AL1|2017-05-18 00:20:51|-234|31
S-SA-AL1|2017-05-18 00:21:03|-240|32
S-SA-AL1|2017-05-18 00:21:16|-238|34
S-SA-AL1|2017-05-18 00:21:28|-240|31
S-SA-AL1|2017-05-18 00:21:40|-145|30
S-SA-AL1|2017-05-18 00:21:53|-249|30
S-SA-AL1|2017-05-18 00:22:05|-256|31
S-SA-AL1|2017-05-18 00:22:17|-258|32
S-SA-AL1|2017-05-18 00:22:30|-255|30
S-SA-AL1|2017-05-18 00:22:42|-52|31
S-SA-AL1|2017-05-18 00:22:54|-155|34
S-SA-AL1|2017-05-18 00:23:07|-259|30
S-SA-AL1|2017-05-18 00:23:19|-56|31
S-SA-AL1|2017-05-18 00:23:31|-53|33
S-SA-AL1|2017-05-18 00:23:44|-60|34
S-SA-AL1|2017-05-18 00:23:56|-164|34
S-SA-AL1|2017-05-18 00:24:08|-63|34
S-SA-AL1|2017-05-18 00:24:21|-171|34
S-SA-AL1|2017-05-18 00:24:33|-61|31
S-SA-AL1|2017-05-18 00:24:45|-66|34
S-SA-AL1|2017-05-18 00:24:58|-176|32
S-SA-AL1|2017-05-18 00:25:10|-77|31
S-SA-AL1|2017-05-18 00:25:22|-181|32
S-SA-AL1|2017-05-18 00:25:35|-76|30
S-SA-AL1|2017-05-18 00:25:47|-82|33
S-SA-AL1|2017-05-18 00:25:59|-192|30
S-SA-AL1|2017-05-18 00:26:12|-81|32
S-SA-AL1|2017-05-18 00:26:24|-90|32
S-SA-AL1|2017-05-18 00:26:36|-199|32
S-SA-AL1|2017-05-18 00:26:49|-200|32
S-SA-AL1|2017-05-18 00:27:01|-98|31
S-SA-AL1|2017-05-18 00:27:13|-198|33
S-SA-AL1|2017-05-18 00:27:26|-199|33
S-SA-AL1|2017-05-18 00:27:38|-204|31
S-SA-AL1|2017-05-18 00:27:50|-94|33
S-SA-AL1|2017-05-18 00:28:03|-203|30
S-SA-AL1|2017-05-18 00:28:15|-209|33
S-SA-AL1|2017-05-18 00:28:27|-205|33
S-SA-AL1|2017-05-18 00:28:40|-212|34
S-SA-AL1|2017-05-18 00:28:52|-209|31
S-SA-AL1|2017-05-18 00:29:04|-211|33
S-SA-AL1|2017-05-18 00:29:17|-110|33
S-SA-AL1|2017-05-18 00:29:29|-111|32
S-SA-AL1|2017-05-18 00:29:41|-220|32
S-SA-AL1|2017-05-18 00:29:54|-224|33
S-SA-AL1|2017-05-18 00:30:06|-118|34
S-SA-AL1|2017-05-18 00:30:18|-226|32
S-SA-AL1|2017-05-18 00:30:31|-124|31
S-SA-AL1|2017-05-18 00:30:43|-228|32
S-SA-AL1|2017-05-18 00:30:55|-230|34
S-SA-AL1|2017-05-18 00:31:08|-232|30
S-SA-AL1|2017-05-18 00:31:20|-131|30
S-SA-AL1|2017-05-18 00:31:32|-235|31
S-SA-AL1|2017-05-18 00:31:45|-129|32
S-SA-AL1|2017-05-18 00:31:57|-233|33
S-SA-AL1|2017-05-18 00:32:09|-138|34
S-SA-AL1|2017-05-18 00:32:22|-135|32
S-SA-AL1|2017-05-18 00:32:34|-244|32
S-SA-AL1|2017-05-18 00:32:46|-244|33
S-SA-AL1|2017-05-18 00:32:59|-246|30
S-SA-AL1|2017-05-18 00:33:11|-141|33
S-SA-AL1|2017-05-18 00:33:23|-148|34
S-SA-AL1|2017-05-18 00:33:36|-144|34
S-SA-AL1|2017-05-18 00:33:48|-145|33
S-SA-AL1|2017-05-18 00:34:01|-146|32
S-SA-AL1|2017-05-18 00:34:13|-250|33
S-SA-AL1|2017-05-18 00:34:25|-148|33
S-SA-AL1|2017-05-18 00:34:38|-156|31
S-SA-AL1|2017-05-18 00:34:50|-151|34
S-SA-AL1|2017-05-18 00:35:02|-260|34
S-SA-AL1|2017-05-18 00:35:15|-154|30
S-SA-AL1|2017-05-18 00:35:27|-256|31
S-SA-AL1|2017-05-18 00:35:40|-149|30
S-SA-AL1|2017-05-18 00:35:52|-145|30
S-SA-AL1|2017-05-18 00:36:04|-147|31
S-SA-AL1|2017-05-18 00:36:17|-147|33
S-SA-AL1|2017-05-18 00:36:29|-148|33
S-SA-AL1|2017-05-18 00:36:41|-251|31
S-SA-AL1|2017-05-18 00:36:54|-258|32
S-SA-AL1|2017-05-18 00:37:06|-254|32
S-SA-AL1|2017-05-18 00:37:19|-152|30
S-SA-AL1|2017-05-18 00:37:31|-251|31
S-SA-AL1|2017-05-18 00:37:43|-252|31
S-SA-AL1|2017-05-18 00:37:56|-252|33
S-SA-AL1|2017-05-18 00:38:08|-251|30
S-SA-AL1|2017-05-18 00:38:20|-247|30
S-SA-AL1|2017-05-18 00:38:33|-249|31
S-SA-AL1|2017-05-18 00:38:45|-250|31
S-SA-AL1|2017-05-18 00:38:58|-148|33
S-SA-AL1|2017-05-18 00:39:10|-247|30
S-SA-AL1|2017-05-18 00:39:22|-252|31
S-SA-AL1|2017-05-18 00:39:35|-141|33
S-SA-AL1|2017-05-18 00:39:47|-140|33
S-SA-AL1|2017-05-18 00:40:00|-136|33
S-SA-AL1|2017-05-18 00:40:12|-244|30
S-SA-AL1|2017-05-18 00:40:24|-139|34
S-SA-AL1|2017-05-18 00:40:37|-141|30
S-SA-AL1|2017-05-18 00:40:49|-248|30
S-SA-AL1|2017-05-18 00:41:01|-244|31
S-SA-AL1|2017-05-18 00:41:14|-137|34
S-SA-AL1|2017-05-18 00:41:26|-137|31
S-SA-AL1|2017-05-18 00:41:39|-242|34
S-SA-AL1|2017-05-18 00:41:51|-242|31
S-SA-AL1|2017-05-18 00:42:03|-240|31
S-SA-AL1|2017-05-18 00:42:16|-130|33
S-SA-AL1|2017-05-18 00:42:28|-232|34
S-SA-AL1|2017-05-18 00:42:41|-231|31
S-SA-AL1|2017-05-18 00:42:53|-124|30
S-SA-AL1|2017-05-18 00:43:05|-232|32
S-SA-AL1|2017-05-18 00:43:18|-228|33
S-SA-AL1|2017-05-18 00:43:30|-120|34
S-SA-AL1|2017-05-18 00:43:43|-222|30
S-SA-AL1|2017-05-18 00:43:55|-223|34
S-SA-AL1|2017-05-18 00:44:08|-111|34
S-SA-AL1|2017-05-18 00:44:20|-218|34
S-SA-AL1|2017-05-18 00:44:32|-106|34
S-SA-AL1|2017-05-18 00:44:45|-209|32
S-SA-AL1|2017-05-18 00:44:57|-101|34
S-SA-AL1|2017-05-18 00:45:10|-101|31
S-SA-AL1|2017-05-18 00:45:22|-203|32
S-SA-AL1|2017-05-18 00:45:35|-95|33
S-SA-AL1|2017-05-18 00:45:47|-89|34
S-SA-AL1|2017-05-18 00:45:59|-191|30
S-SA-AL1|2017-05-18 00:46:12|-185|31
S-SA-AL1|2017-05-18 00:46:24|-180|34
S-SA-AL1|2017-05-18 00:46:37|-175|32
S-SA-AL1|2017-05-18 00:46:49|-72|32
S-SA-AL1|2017-05-18 00:47:02|-62|31
S-SA-AL1|2017-05-18 00:47:14|-61|31
S-SA-AL1|2017-05-18 00:47:27|-169|31
S-SA-AL1|2017-05-18 00:47:39|-164|31
S-SA-AL1|2017-05-18 00:47:51|-159|34
S-SA-AL1|2017-05-18 00:48:04|-260|31
S-SA-AL1|2017-05-18 00:48:16|-153|34
S-SA-AL1|2017-05-18 00:48:29|-254|33
S-SA-AL1|2017-05-18 00:48:41|-146|30
S-SA-AL1|2017-05-18 00:48:54|-140|30
S-SA-AL1|2017-05-18 00:49:06|-236|30
S-SA-AL1|2017-05-18 00:49:19|-231|33
S-SA-AL1|2017-05-18 00:49:31|-118|33
S-SA-AL1|2017-05-18 00:49:44|-116|33
S-SA-AL1|2017-05-18 00:49:56|-110|34
S-SA-AL1|2017-05-18 00:50:09|-207|31
S-SA-AL1|2017-05-18 00:50:21|-99|32
S-SA-AL1|2017-05-18 00:50:33|-98|32
S-SA-AL1|2017-05-18 00:50:46|-93|30
S-SA-AL1|2017-05-18 00:50:58|-202|30
S-SA-AL1|2017-05-18 00:51:11|-196|30
S-SA-AL1|2017-05-18 00:51:23|-88|32
S-SA-AL1|2017-05-18 00:51:36|-186|31
S-SA-AL1|2017-05-18 00:51:48|-186|33
S-SA-AL1|2017-05-18 00:52:00|-186|30
S-SA-AL1|2017-05-18 00:52:13|-71|33
S-SA-AL1|2017-05-18 00:52:25|-71|30
S-SA-AL1|2017-05-18 00:52:38|-169|34
S-SA-AL1|2017-05-18 00:52:50|-62|33
S-SA-AL1|2017-05-18 00:53:03|-165|32
S-SA-AL1|2017-05-18 00:53:15|-58|30
S-SA-AL1|2017-05-18 00:53:27|-59|34
S-SA-AL1|2017-05-18 00:53:40|-162|33
S-SA-AL1|2017-05-18 00:53:52|-162|30
S-SA-AL1|2017-05-18 00:54:05|-55|34
S-SA-AL1|2017-05-18 00:54:17|-157|30
S-SA-AL1|2017-05-18 00:54:29|-160|34
S-SA-AL1|2017-05-18 00:54:42|-53|32
S-SA-AL1|2017-05-18 00:54:54|-57|33
S-SA-AL1|2017-05-18 00:55:07|-53|33
S-SA-AL1|2017-05-18 00:55:19|-54|33
S-SA-AL1|2017-05-18 00:55:31|-158|34
S-SA-AL1|2017-05-18 00:55:43|-64|32
S-SA-AL1|2017-05-18 00:55:56|-163|34
S-SA-AL1|2017-05-18 00:56:08|-169|32
S-SA-AL1|2017-05-18 00:56:21|-165|32
S-SA-AL1|2017-05-18 00:56:33|-166|32
S-SA-AL1|2017-05-18 00:56:45|-64|34
S-SA-AL1|2017-05-18 00:56:58|-167|33
S-SA-AL1|2017-05-18 00:57:10|-168|32
S-SA-AL1|2017-05-18 00:57:23|-164|32
S-SA-AL1|2017-05-18 00:57:35|-58|33
S-SA-AL1|2017-05-18 00:57:47|-166|31
S-SA-AL1|2017-05-18 00:57:59|-68|33
S-SA-AL1|2017-05-18 00:58:12|-176|32
S-SA-AL1|2017-05-18 00:58:24|-70|33
S-SA-AL1|2017-05-18 00:58:36|-179|33
S-SA-AL1|2017-05-18 00:58:49|-73|34
S-SA-AL1|2017-05-18 00:59:01|-69|34
S-SA-AL1|2017-05-18 00:59:14|-178|34
S-SA-AL1|2017-05-18 00:59:26|-77|34
S-SA-AL1|2017-05-18 00:59:38|-79|31
S-SA-AL1|2017-05-18 00:59:51|-188|31
S-SA-AL1|2017-05-18 01:00:04|-184|31
S-SA-AL1|2017-05-18 01:00:17|-215|32
S-SA-AL1|2017-05-18 01:00:29|-114|31
S-SA-AL1|2017-05-18 01:00:41|-110|32
S-SA-AL1|2017-05-18 01:00:54|-116|30
S-SA-AL1|2017-05-18 01:01:06|-221|33
S-SA-AL1|2017-05-18 01:01:18|-120|33
S-SA-AL1|2017-05-18 01:01:31|-124|34
S-SA-AL1|2017-05-18 01:01:43|-130|32
S-SA-AL1|2017-05-18 01:01:55|-132|34
S-SA-AL1|2017-05-18 01:02:08|-129|31
S-SA-AL1|2017-05-18 01:02:20|-130|31
S-SA-AL1|2017-05-18 01:02:32|-132|32
S-SA-AL1|2017-05-18 01:02:45|-140|30
S-SA-AL1|2017-05-18 01:02:57|-141|32
S-SA-AL1|2017-05-18 01:03:09|-246|32
S-SA-AL1|2017-05-18 01:03:22|-144|32
S-SA-AL1|2017-05-18 01:03:34|-253|32
S-SA-AL1|2017-05-18 01:03:46|-250|30
S-SA-AL1|2017-05-18 01:03:59|-150|32
S-SA-AL1|2017-05-18 01:04:11|-152|33
S-SA-AL1|2017-05-18 01:04:23|-51|33
S-SA-AL1|2017-05-18 01:04:36|-155|34
S-SA-AL1|2017-05-18 01:04:48|-53|32
S-SA-AL1|2017-05-18 01:05:00|-55|33
S-SA-AL1|2017-05-18 01:05:13|-160|31
S-SA-AL1|2017-05-18 01:05:25|-166|30
S-SA-AL1|2017-05-18 01:05:37|-162|30
S-SA-AL1|2017-05-18 01:05:50|-56|31
S-SA-AL1|2017-05-18 01:06:02|-62|31
S-SA-AL1|2017-05-18 01:06:14|-165|30
S-SA-AL1|2017-05-18 01:06:27|-167|31
S-SA-AL1|2017-05-18 01:06:39|-62|30
S-SA-AL1|2017-05-18 01:06:51|-176|34
S-SA-AL1|2017-05-18 01:07:04|-173|31
S-SA-AL1|2017-05-18 01:07:16|-74|31
S-SA-AL1|2017-05-18 01:07:28|-190|34
S-SA-AL1|2017-05-18 01:07:41|-84|30
S-SA-AL1|2017-05-18 01:07:53|-194|32
S-SA-AL1|2017-05-18 01:08:05|-195|31
S-SA-AL1|2017-05-18 01:08:18|-90|34
S-SA-AL1|2017-05-18 01:08:30|-96|33
S-SA-AL1|2017-05-18 01:08:42|-195|30
S-SA-AL1|2017-05-18 01:08:55|-202|30
S-SA-AL1|2017-05-18 01:09:07|-100|30
S-SA-AL1|2017-05-18 01:09:19|-207|30
S-SA-AL1|2017-05-18 01:09:31|-213|31
S-SA-AL1|2017-05-18 01:09:44|-222|31
S-SA-AL1|2017-05-18 01:09:56|-224|33
S-SA-AL1|2017-05-18 01:10:08|-221|30
S-SA-AL1|2017-05-18 01:10:21|-121|32
S-SA-AL1|2017-05-18 01:10:33|-128|33
S-SA-AL1|2017-05-18 01:10:45|-232|34
S-SA-AL1|2017-05-18 01:10:58|-240|32
S-SA-AL1|2017-05-18 01:11:10|-236|32
S-SA-AL1|2017-05-18 01:11:22|-243|32
S-SA-AL1|2017-05-18 01:11:35|-245|34
S-SA-AL1|2017-05-18 01:11:47|-247|30
S-SA-AL1|2017-05-18 01:11:59|-141|31
S-SA-AL1|2017-05-18 01:12:12|-245|32
S-SA-AL1|2017-05-18 01:12:24|-143|32
S-SA-AL1|2017-05-18 01:12:36|-251|30
S-SA-AL1|2017-05-18 01:12:49|-247|30
S-SA-AL1|2017-05-18 01:13:01|-248|34
S-SA-AL1|2017-05-18 01:13:13|-250|31
S-SA-AL1|2017-05-18 01:13:26|-252|32
S-SA-AL1|2017-05-18 01:13:38|-252|34
S-SA-AL1|2017-05-18 01:13:51|-140|34
S-SA-AL1|2017-05-18 01:14:03|-141|33
S-SA-AL1|2017-05-18 01:14:15|-244|32
S-SA-AL1|2017-05-18 01:14:28|-144|34
S-SA-AL1|2017-05-18 01:14:40|-252|31
S-SA-AL1|2017-05-18 01:14:53|-248|32
S-SA-AL1|2017-05-18 01:15:05|-248|34
S-SA-AL1|2017-05-18 01:15:17|-147|33
S-SA-AL1|2017-05-18 01:15:30|-143|34
S-SA-AL1|2017-05-18 01:15:42|-251|34
S-SA-AL1|2017-05-18 01:15:54|-248|34
S-SA-AL1|2017-05-18 01:16:07|-141|32
S-SA-AL1|2017-05-18 01:16:19|-141|32
S-SA-AL1|2017-05-18 01:16:32|-141|34
S-SA-AL1|2017-05-18 01:16:44|-135|34
S-SA-AL1|2017-05-18 01:16:56|-136|33
S-SA-AL1|2017-05-18 01:17:09|-137|33
S-SA-AL1|2017-05-18 01:17:21|-235|32
S-SA-AL1|2017-05-18 01:17:34|-235|34
S-SA-AL1|2017-05-18 01:17:46|-128|33
S-SA-AL1|2017-05-18 01:17:58|-237|33
S-SA-AL1|2017-05-18 01:18:11|-130|31
S-SA-AL1|2017-05-18 01:18:23|-126|32
S-SA-AL1|2017-05-18 01:18:36|-126|34
S-SA-AL1|2017-05-18 01:18:48|-231|32
S-SA-AL1|2017-05-18 01:19:00|-236|33
S-SA-AL1|2017-05-18 01:19:13|-238|34
S-SA-AL1|2017-05-18 01:19:25|-132|30
S-SA-AL1|2017-05-18 01:19:37|-133|34
S-SA-AL1|2017-05-18 01:19:50|-129|30
S-SA-AL1|2017-05-18 01:20:02|-130|34
S-SA-AL1|2017-05-18 01:20:14|-234|30
S-SA-AL1|2017-05-18 01:20:27|-131|32
S-SA-AL1|2017-05-18 01:20:39|-234|31
S-SA-AL1|2017-05-18 01:20:52|-127|34
S-SA-AL1|2017-05-18 01:21:04|-127|31
S-SA-AL1|2017-05-18 01:21:16|-230|30
S-SA-AL1|2017-05-18 01:21:29|-233|34
S-SA-AL1|2017-05-18 01:21:41|-228|32
S-SA-AL1|2017-05-18 01:21:54|-120|33
S-SA-AL1|2017-05-18 01:22:06|-119|33
S-SA-AL1|2017-05-18 01:22:19|-216|30
S-SA-AL1|2017-05-18 01:22:31|-113|30
S-SA-AL1|2017-05-18 01:22:43|-217|31
S-SA-AL1|2017-05-18 01:22:56|-105|31
S-SA-AL1|2017-05-18 01:23:08|-105|33
S-SA-AL1|2017-05-18 01:23:21|-208|31
S-SA-AL1|2017-05-18 01:23:33|-208|33
S-SA-AL1|2017-05-18 01:23:45|-102|34
S-SA-AL1|2017-05-18 01:23:58|-101|34
S-SA-AL1|2017-05-18 01:24:10|-102|33
S-SA-AL1|2017-05-18 01:24:23|-205|32
S-SA-AL1|2017-05-18 01:24:35|-201|32
S-SA-AL1|2017-05-18 01:24:47|-196|30
S-SA-AL1|2017-05-18 01:25:00|-96|32
S-SA-AL1|2017-05-18 01:25:12|-95|34
S-SA-AL1|2017-05-18 01:25:25|-96|33
S-SA-AL1|2017-05-18 01:25:37|-193|31
S-SA-AL1|2017-05-18 01:25:49|-85|32
S-SA-AL1|2017-05-18 01:26:02|-193|30
S-SA-AL1|2017-05-18 01:26:14|-87|30
S-SA-AL1|2017-05-18 01:26:27|-190|34
S-SA-AL1|2017-05-18 01:26:39|-88|32
S-SA-AL1|2017-05-18 01:26:51|-191|30
S-SA-AL1|2017-05-18 01:27:04|-79|30
S-SA-AL1|2017-05-18 01:27:16|-182|33
S-SA-AL1|2017-05-18 01:27:29|-182|30
S-SA-AL1|2017-05-18 01:27:41|-75|34
S-SA-AL1|2017-05-18 01:27:53|-178|32
S-SA-AL1|2017-05-18 01:28:06|-70|34
S-SA-AL1|2017-05-18 01:28:18|-173|32
S-SA-AL1|2017-05-18 01:28:31|-67|33
S-SA-AL1|2017-05-18 01:28:43|-175|31
S-SA-AL1|2017-05-18 01:28:55|-68|34
S-SA-AL1|2017-05-18 01:29:08|-64|30
S-SA-AL1|2017-05-18 01:29:20|-170|30
S-SA-AL1|2017-05-18 01:29:33|-58|32
S-SA-AL1|2017-05-18 01:29:45|-161|31
S-SA-AL1|2017-05-18 01:29:58|-160|33
S-SA-AL1|2017-05-18 01:30:10|-156|31
S-SA-AL1|2017-05-18 01:30:22|-155|33
S-SA-AL1|2017-05-18 01:30:35|-253|30
S-SA-AL1|2017-05-18 01:30:47|-150|33
S-SA-AL1|2017-05-18 01:31:00|-145|31
S-SA-AL1|2017-05-18 01:31:12|-144|30
S-SA-AL1|2017-05-18 01:31:25|-139|33
S-SA-AL1|2017-05-18 01:31:37|-134|31
S-SA-AL1|2017-05-18 01:31:49|-236|33
S-SA-AL1|2017-05-18 01:32:02|-135|32
S-SA-AL1|2017-05-18 01:32:14|-237|34
S-SA-AL1|2017-05-18 01:32:27|-124|31
S-SA-AL1|2017-05-18 01:32:39|-123|31
S-SA-AL1|2017-05-18 01:32:52|-220|33
S-SA-AL1|2017-05-18 01:33:04|-219|33
S-SA-AL1|2017-05-18 01:33:17|-107|32
S-SA-AL1|2017-05-18 01:33:29|-209|34
S-SA-AL1|2017-05-18 01:33:41|-208|33
S-SA-AL1|2017-05-18 01:33:54|-97|30
S-SA-AL1|2017-05-18 01:34:06|-199|31
S-SA-AL1|2017-05-18 01:34:19|-205|30
S-SA-AL1|2017-05-18 01:34:31|-200|33
S-SA-AL1|2017-05-18 01:34:43|-195|31
S-SA-AL1|2017-05-18 01:34:56|-190|33
